arm_position_z,wrench
-0.18525122335687286,0.027071532174014985
-0.18530889225754127,0.29216978520007941
-0.18537583191969867,0.47225261000293317
-0.1854608611964155,0.55041982134953127
-0.18554906613604777,0.58362805396817985
-0.1856311780933328,0.67006835158935052
-0.18572538910044678,0.66982608522139808
-0.18581642920039118,0.7129954590600478
-0.18590862456282264,0.76606050908376755
-0.18599984187442228,0.80995820873833857
-0.1860902760648692,0.86249295773966161
-0.1861841790542349,0.89467544641865948
-0.18628306553571097,0.89054117751428041
-0.1863764273068412,0.90934586277061391
-0.18648100593394362,0.88092452985536018
-0.18656410694724218,0.96595875649543217
-0.18666882550195452,0.96288087254962063
-0.18676750679850626,0.93873273263096357
-0.1868770928138841,0.908135854618768
-0.18697176955959818,0.9385942247302359
-0.18707289534494861,0.939513744056653
-0.18716730514175065,0.94455707146866541
-0.18726722392768244,0.93020717092195326
-0.18735527880809594,1.0141070145853215
-0.1874304734447855,1.1442451574376848
-0.1874947724993612,1.3641151435718151
-0.1875589338644453,1.5532595466675607
-0.18762046764673965,1.7613499882946793
-0.18768840138877005,2.0064019754834117
-0.18775565161850863,2.1769277741453967
-0.1878208161374005,2.3587417808493529
-0.18788744968279933,2.5882586781328687
-0.18795515583331074,2.7536424503785399
-0.18802701441694705,2.9418187640268094
-0.18809424419996504,3.132380327591286
