arm_position_x,arm_position_y,arm_position_z,wrench
-0.0022449197486508993,-0.04899786054095959,-0.19269863830783504,0.19963016504332903
-0.002245645351941301,-0.04900808784281875,-0.1927575599874425,0.41377787344698269
-0.002245150862803135,-0.049027039683427746,-0.19283835471459226,0.53791528143370282
-0.0022462161567933557,-0.04904428776465967,-0.19292491483081953,0.59715554498720436
-0.0022487658983298886,-0.049058231195511566,-0.19301095993330933,0.70006797272705301
-0.0022483855585355506,-0.04907163445714553,-0.19310118886284433,0.71116390439301591
-0.0022507701228309646,-0.04908566860485813,-0.19319391713016426,0.74659536565050122
-0.0022519098722131943,-0.04909484441588055,-0.19328653884096825,0.76348970960591078
-0.0022530913335696134,-0.04910656130519269,-0.19338252635275435,0.796322300376342
-0.0022541908613713194,-0.049118114454081506,-0.1934718681261844,0.84379087559876798
-0.002255443576928792,-0.049128043042884637,-0.19357365712081878,0.82765216253130647
-0.0022552627178516393,-0.04913562597943822,-0.19365999020329927,0.92453943483954226
-0.0022564939104384564,-0.04914189539838732,-0.19376003035596262,0.90012647986036298
-0.0022577528586131546,-0.04915503925624981,-0.19386233764094604,0.8764210971426708
-0.0022604201302705673,-0.04916005339936234,-0.1939573268111379,0.90978760401963477
-0.002258579064975617,-0.049169494411969744,-0.19405124508824315,0.88811590646802729
-0.002262782103678186,-0.04917356135482628,-0.1941491278161858,0.9256238731948212
-0.002261020079466438,-0.04918306423035994,-0.19424971348508469,0.92897428635683998
-0.002262136419976328,-0.04918363355806473,-0.1943404902024597,0.98398181770021687
-0.0022634504456101353,-0.049194745395365676,-0.19444731611058777,0.9454909697094972
-0.0022646965907694447,-0.049201194744402155,-0.19454863481759674,0.93887009555597323
-0.0022646422313142497,-0.04920485091696911,-0.19464530705352154,0.95728871724758968
-0.002265893135964981,-0.049209706564699904,-0.19474702471802624,0.89873959077771004
-0.0022670869073718376,-0.049211820351627564,-0.19484408514032392,0.92918267422321499
-0.0022683130449360836,-0.04921943496468359,-0.1949437651320659,0.92358779940809088
-0.002269533124507077,-0.04922365047458837,-0.1950429645581179,0.90427547359205807
-0.002272012786122021,-0.049222773686562325,-0.195122040078951,1.0656485670236076
-0.0022732693250138887,-0.049226025862446544,-0.1952241517135609,0.98421674181430219
-0.002274505721932318,-0.049230553488901554,-0.1953246027663099,1.0450365334300875
-0.002274286895116729,-0.04922906551907268,-0.19540785040200753,1.1215894233364301
-0.002275034467675529,-0.04922670905471269,-0.1954685941668012,1.3476331357093863
-0.002272797598792375,-0.04922341225893256,-0.19553228150954743,1.5986414841455787
-0.0022735180290049087,-0.04921889192895353,-0.19559089340184188,1.8017014197721213
-0.0022757138073313393,-0.04921529289658579,-0.1956465810874134,2.0810506141063234
-0.0022752114571546614,-0.04920955612897137,-0.1957068287286436,2.3059935826682119
-0.002275912251486475,-0.04920614694206074,-0.19576381951785496,2.549629346461761
