arm_position_x,arm_position_y,arm_position_z,wrench
-0.016140609816269018,-0.07075451115788246,-0.10866617873374296,-0.080186565221207859
-0.016140497694809262,-0.07076952694606578,-0.108721699036136,0.17049798935621294
-0.01614799186133517,-0.07078839579229694,-0.10879558198738064,0.31603489122159145
-0.01615679284732222,-0.07079799220178767,-0.10888308606577934,0.43465916667136784
-0.016162547697305005,-0.07080784334389725,-0.10896774649000047,0.52712123966798818
-0.01616990940511514,-0.07081479464429866,-0.10905715335658148,0.61856593899130186
-0.01617256211329211,-0.07082191032737728,-0.10914695024702048,0.63728094877894659
-0.016177731688897867,-0.07083124956376179,-0.10924444005925343,0.66999126375804163
-0.01618244385885901,-0.07083408823959064,-0.10933373916770964,0.76910883845940037
-0.016182330403618318,-0.07083891195607545,-0.10942555928048835,0.84919177772033072
-0.016183337851161918,-0.07084003287202383,-0.10951299753644964,0.89430950737002057
-0.016184289353832124,-0.07084459188815802,-0.10960634643615264,0.94405761937571508
-0.016185306126206542,-0.0708484517998151,-0.10970011646596005,0.97748364438239099
-0.016186302776197987,-0.07084984385902317,-0.10979390610568562,1.0361202754440872
-0.01618600954763848,-0.0708539103997307,-0.1098908004206723,1.0512671497751125
-0.016187135229695192,-0.0708554532778492,-0.10998598141592393,1.0821011772285327
-0.016188325173996952,-0.07085650301707466,-0.11008144673000074,1.1285409009569285
-0.01618889963596107,-0.07085974141693982,-0.11017867655739635,1.1577106024302941
-0.016189026569213068,-0.07086827912408396,-0.11027875331434817,1.1372147960605565
-0.016186812173647657,-0.07087143900514878,-0.11036361094310451,1.2166080010565581
-0.016185785130740864,-0.07087035906973951,-0.11046222833195968,1.2400724699134471
-0.01618532842433826,-0.07087526848973257,-0.11056465197772279,1.2023080451185655
-0.016185533381371908,-0.07087815931575515,-0.11066049218939654,1.2419108199542572
-0.016187427123003972,-0.07088077665836554,-0.11075623782167049,1.2646827302883126
-0.016187855414005706,-0.0708766664339705,-0.11084252503184938,1.3616552876960948
-0.016186482051953482,-0.07087371862924362,-0.11091746058294795,1.5054761432392623
-0.016181663774542644,-0.07086588317482509,-0.11099290293016441,1.6648824284288539
-0.01617939912675822,-0.07086000131117401,-0.11106825471651745,1.8170082299654435
-0.016178749250378655,-0.07085515944930554,-0.11114268899612574,2.010313318616499
-0.01617645125180289,-0.07084962365272064,-0.11121778700887673,2.1145953895735095
-0.016173882333664465,-0.0708442248457479,-0.1112912700606158,2.2942142666171756
-0.01617052062971218,-0.07083548974171347,-0.11136542439855458,2.4102131434514518
-0.016169201525680448,-0.07083030548626172,-0.1114416467156649,2.5810041772102723
