offset,error
-20,0.00078850830064156323
-19,0.00074324761914416871
-18,0.00069816171201273999
-17,0.00065329073632602788
-16,0.00060868636490553514
-15,0.00056441614282059095
-14,0.00052056989222609381
-13,0.00047726931501633133
-12,0.00043468267489213397
-11,0.00039304765555587602
-10,0.00035270743237541554
-9,0.00031416774012995273
-8,0.00027818514573341716
-7,0.0002458927604631008
-6,0.00021893830978036158
-5,0.00019950655555623587
-4,0.00018993021329052534
-3,0.00019170116774199416
-2,0.00020453318016095385
-1,0.00022656179940238415
0,0.00025542482849074679
1,0.00028908777830520744
2,0.00032607209122264641
3,0.00036537462615119905
4,0.00040632680501086291
5,0.00044848010247597862
6,0.00049152839564918364
7,0.00053525829643269289
8,0.00057951778453852148
9,0.00062419626258426481
10,0.00066921167788223761
11,0.00071450204963915292
12,0.00076001978366440281
13,0.00080572778270301699
14,0.00085159673540080355
15,0.00089760319346913521
16,0.00094372818549997325
17,0.00098995620243504502
18,0.001036274444572687
19,0.0010826722553964061
