-0.01815436524481598,0.10783208405176539,-0.1805624924952587
-0.010654372061717834,0.06225290698111623,-0.1819411767076968
-0.0031337900954637476,0.01666566361290917,-0.18400111912655498
0.004486712600640463,-0.02918487831929681,-0.1862574599612765
0.011981798608963206,-0.07483306387302939,-0.18863681207598845
0.019445491265890513,-0.12048789635059465,-0.19165944276025762
0.0025754255465549455,-0.11968998552891442,-0.19053745203798986
-0.004913680558636235,-0.07430130868727824,-0.18807035406658282
-0.012431949787143574,-0.028699109111773844,-0.185625688806335
-0.019931483284387885,0.0171437382343724,-0.1834189740547644
-0.027460615643784637,0.06276268514503867,-0.18143972398697314
-0.03495206537754201,0.10846426234584458,-0.18007444839747655
-0.05184497953011834,0.10923245663614956,-0.179544951551064
-0.04442107710971162,0.06374431720337448,-0.1810887220808614
-0.03685041036866665,0.01814972816149462,-0.1829506126463447
-0.0293548592267382,-0.02770175291839207,-0.1851301485416453
-0.021847634044147364,-0.07337049292199696,-0.18746212705370027
-0.014441226110755512,-0.11896066658184881,-0.18995519940255826
-0.03123983826859631,-0.11824716383214384,-0.18937771590946703
-0.03858687171288368,-0.07277643702653465,-0.18678184571774506
-0.04610085704745764,-0.027197037519421877,-0.18452495613081177
-0.05362867228936016,0.018635424995527828,-0.18245216937300343
-0.061172109976235116,0.064242686087624,-0.18050598509857482
-0.06865075216550436,0.10993615866583197,-0.17904847404589783
-0.08560106100530063,0.1106373278863029,-0.17951548971811396
-0.07813001041678265,0.065192957947926,-0.18074687514223295
-0.07059611165023386,0.019653795698080307,-0.18211075007286645
-0.06301686866978354,-0.026186585231058972,-0.1841221328042333
-0.05549550012484243,-0.07187637606162484,-0.18636046936827647
-0.048043629471730166,-0.11748785804689815,-0.1888037438644606
-0.06489721070758163,-0.11680571804380808,-0.18827020073824827
-0.072281427860037,-0.0713217714351103,-0.18581624695416335
-0.07984736813428327,-0.02571279341551091,-0.18365599290394324
-0.08733965056940057,0.020152495629333994,-0.18162303061505491
-0.09492789920645192,0.0657511864621954,-0.18037381189619198
-0.10234778305397077,0.1110994151901248,-0.17611022686670366
