offset,error
-20,0.0014766466741226458
-19,0.0014169338022705607
-18,0.0013572901771417636
-17,0.0012977332098055754
-16,0.0012382833688040151
-15,0.0011789649470611543
-14,0.0011198070625397741
-13,0.0010608449783525054
-12,0.0010021218647739371
-11,0.00094369118031887179
-10,0.000885619931514496
-9,0.00082799319660059937
-8,0.00077092049132638065
-7,0.00071454485256549727
-6,0.00065905597245511966
-5,0.00060470940351350477
-4,0.00055185483503237187
-3,0.00050097764842587387
-2,0.00045275881654160824
-1,0.0004081565298971012
0,0.00036850241382331865
1,0.00033557238665524424
2,0.00031152409158761117
3,0.00029852992302078357
4,0.00029805681465760249
5,0.00031017846086520541
6,0.00033353924639999296
7,0.00036600643637424722
8,0.00040540947852272548
9,0.00044993987031447452
10,0.00049823351816469577
11,0.0005493065238571849
12,0.00060245934465978299
13,0.00065719368785658249
14,0.00071315101495399125
15,0.00077006973516206606
16,0.00082775604605376195
17,0.0008860641297789261
18,0.00094488261812156562
19,0.0010041252404488536
