arm_position_z,wrench
-0.1918553213091087,-0.23421886704723624
-0.19189891671801743,0.040221013047791812
-0.19197021997549396,0.22553911864589932
-0.19204312719856803,0.31971606659395413
-0.19212499049191215,0.34526649079077054
-0.19221749923349676,0.39257907432981987
-0.19231138031865044,0.39482672278288278
-0.19239313463974692,0.48415632741199721
-0.19248671874499595,0.46415666810947398
-0.1925743572724011,0.47759695907951993
-0.19266879301963896,0.53646095365966073
-0.19275476918968076,0.5701651457325313
-0.19285135021623212,0.61312047516635038
-0.19294091098208072,0.63589864598092571
-0.19303445719272683,0.65239452629904326
-0.19312095586216257,0.71668619008473278
-0.1932068911227076,0.80824022207396373
-0.19331493891857332,0.72824477559368628
-0.1934085371000593,0.75194218028066173
-0.19351580862248843,0.69437748630853546
-0.19361581085863125,0.68932655722896297
-0.1937161938816958,0.65487911289604228
-0.19381235072043826,0.69129340737079426
-0.193905336917893,0.74905934106024497
-0.1940117544619398,0.66452473642894549
-0.19408712983140874,0.80189119463702474
-0.19415054676015855,1.0393541530811061
-0.19421039068452522,1.2861618350320441
-0.19427242696302777,1.5028598476125725
-0.19433599323836245,1.6554370166776113
-0.19439834607412904,1.9235807428481673
-0.1944609503622391,2.1133770181888405
-0.19452363191169939,2.3276177175701136
-0.19458632246233223,2.5625745882226769
-0.19464952980828165,2.738429900770857
-0.19471404449424973,2.9545640576921035
-0.194781643643681,3.1437919018833647
