joint_3_position,joint_5_position,joint_0_position,joint_2_position,arm_position_y,joint_4_position,arm_position_z,joint_1_position,arm_position_x
1.7460881593956346,0.62767898463792615,0.29805115254782072,0.21945541555000003,0.12178213997671612,0.24102678558623697,-0.18546093541120687,-0.60785630453021111,0.049163206437846246
1.715263737703409,0.41994790901720969,0.35501403022810069,0.20161327999000003,0.0754844803468686,0.32068586494948875,-0.1875155791550194,-0.39611441458472357,0.05970521892290347
1.639146288218527,0.17373902387831355,0.40849395538210542,0.19433072277000002,0.029295187653891122,0.39925185231461696,-0.18926070796841293,-0.15591425399771863,0.07017259232476974
1.5282203081152135,-0.089668098688402254,0.45880756005767814,0.19880810843000002,-0.016327771880692524,0.45513618071868217,-0.19099439534198012,0.084533034041261487,0.08086741018396292
1.4042935515158597,-0.33355280850245456,0.50380792451578438,0.21419377444000001,-0.062456404563974895,0.47986738717622685,-0.19252440445713853,0.30364241114875928,0.09147874757365175
1.4462315402127646,-0.3931505885918295,0.31342711370040172,0.20311179123000003,-0.074570977444219,0.29923393448631458,-0.19170377825404819,0.38816772245714654,0.05342397088535224
1.528010618171729,-0.17614702420679326,0.25949927003969198,0.18610965159000001,-0.028872161555352528,0.25277752456606484,-0.19026576868345474,0.16098808949608412,0.043262110175806875
1.5909176012170863,0.089154202722761727,0.19898393523726871,0.18042023478000002,0.01697614274548215,0.1945703756659872,-0.18847286785613598,-0.09765395719456893,0.03245742003910296
1.6188063637005279,0.34624648152062049,0.13550307101114326,0.18749020044000003,0.06314935022273811,0.12379266878748904,-0.1866456581583586,-0.35624966748797665,0.02179178787482158
1.609580006187209,0.56618164062794596,0.069465982203649468,0.20604399921000002,0.10924308500372942,0.055611055404534267,-0.18453078028229866,-0.57927447016270628,0.011085679574210477
1.483975730039979,0.52775913763720916,-0.17013952795204018,0.20080180245000001,0.09730679525020411,-0.14538123575042863,-0.18399083045325806,-0.52421910750235967,-0.02716244597319588
1.5399629449503469,0.30534886722473736,-0.10407154821304949,0.18246448411000002,0.0514977226417231,-0.095099003836746548,-0.18591751315545416,-0.29692363354818396,-0.01661537459372943
1.5697389169251494,0.046268638692710334,-0.036374071837597444,0.17572636869000002,0.005466548699404558,-0.031699667945582183,-0.18784484193094689,-0.032304191612881124,-0.0058618347188282285
1.5634482186206136,-0.21829914292978844,0.029740244298638585,0.18241911396000002,-0.040592339657296826,0.032519486944174829,-0.18986829133398267,0.23284039615786897,0.004794720266960077
1.5278009282282445,-0.45055692633939415,0.09301259473715999,0.20068124748000002,-0.08649700552832937,0.088267178848474528,-0.19152009628170585,0.46158774389239893,0.015346159746053672
1.6380978385011042,-0.5056368485995919,-0.13550307101114326,0.20622029465000002,-0.09855627514758371,-0.10411701282126563,-0.19060707165878593,0.5159017241968199,-0.022522872077181563
1.6301296206486924,-0.30028116351637424,-0.20268312428402227,0.18789334663000001,-0.05307005533516201,-0.18637218568006078,-0.18892516914425242,0.29663016969896344,-0.033233876142058964
1.5814815537602829,-0.043841067123983474,-0.26858892663265421,0.18100226899000002,-0.006898242248860603,-0.26165889705081846,-0.18716155749856775,0.039470887720161468,-0.043919281458609793
1.4955086769316277,0.22203986557563465,-0.33338265544739787,0.18682779625000001,0.039314666135693295,-0.32177895694761222,-0.18531919326547777,-0.21915571350474314,-0.05472220792897275
1.3925509146807262,0.46420344645041683,-0.39297126230491419,0.20430437803000001,0.08523861023533669,-0.35211225989554001,-0.18362508955000104,-0.44404169480216088,-0.06526191174887555
1.3451609874532238,0.4194339191525413,-0.58234811784664764,0.21637283793000003,0.07330194049499318,-0.53219916658639055,-0.18377531226559227,-0.35407957955031955,-0.10366101305796246
1.4881695289096695,0.17863958731698523,-0.53157887193149567,0.20061902556000002,0.027326649078120418,-0.51266014711993257,-0.18530856983246125,-0.14019076986579754,-0.09298417113745719
1.6206935731918888,-0.095012992327175,-0.47544232666875774,0.19572812339000001,-0.018444302225780883,-0.46224127870648507,-0.18701851899718674,0.097051584030379418,-0.08215984094795649
1.7146346678729556,-0.34889967903928387,-0.4145254097568748,0.20277475583000001,-0.06458323212257086,-0.38367529134135681,-0.18886270116390938,0.33397730587871316,-0.07128039479345846
1.7597180057221284,-0.55730175711349217,-0.3536007701121176,0.22026818938000003,-0.11077862610125101,-0.2941783839949933,-0.19048095394250691,0.54355683061941784,-0.060718181030977314
