"x: -0.00149000005331
y: 0.0556299984455
z: -1.19793999195",0.14800617553451273,-0.45173353674488848,0.21118638164000003,1.4523125485738155,0.22640668011133483,0.42968633817219837,0.02513576273578822,0.0890329539300267,-0.1823375962261514
"x: -0.00778000010177
y: 0.0647099986672
z: -1.21624994278",0.1588025560926786,-0.34978574007225072,0.20502511527000003,1.4376342525298991,0.22599677061203852,0.33854040292585785,0.027478270453198044,0.0677009222660193,-0.18435315946287803
"x: -0.0166400000453
y: 0.071620002389
z: -1.23228001595",0.17165318359538817,-0.25581552645868688,0.20035458240000001,1.4204396771641681,0.22586013411227307,0.24357776730593983,0.03002540010496526,0.04869878199307587,-0.18498946921453197
"x: -0.0209100004286
y: 0.0742800012231
z: -1.23826003075",0.18336856936558676,-0.16030076627027814,0.19748200376000002,1.4021966520810143,0.22230758511837162,0.14315102652423556,0.032403118663287836,0.030116212787864,-0.18556863677237245
"x: -0.0308299995959
y: 0.0823900029063
z: -1.25689005852",0.19510712333440802,-0.064214523849176794,0.19653052690000003,1.3826954873369537,0.2195748551230628,0.043525995642882884,0.03481843516301841,0.011811138419310844,-0.1862275877767122
"x: -0.0382400006056
y: 0.0882100015879
z: -1.27004003525",0.20692290463197152,0.035879816933647071,0.19720719028000003,1.3619361829319858,0.2115133016369018,-0.058206357465413749,0.037282566778946445,-0.007228957908273152,-0.18669045940458223
"x: -0.0455899983644
y: 0.0944200009108
z: -1.28410005569",0.21831393562145265,0.13223635500534628,0.19995143621000003,1.3418059483574714,0.20194874665332097,-0.15675282386967629,0.03974644824572108,-0.025892437939615633,-0.18736348732877403
"x: -0.057840000838
y: 0.104460000992
z: -1.30596995354",0.23023783517925531,0.22819903370046005,0.20448974750000001,1.3214660238394724,0.18896827917560413,-0.25235048520124714,0.04234185710988169,-0.045163462529534966,-0.18789937096794676
"x: -0.0612500011921
y: 0.107620000839
z: -1.31526994705",0.24074075188820063,0.31017584316035318,0.21068860628000002,1.3044811384172259,0.17858390519343065,-0.34091706780730707,0.044782345729908496,-0.06268392082639727,-0.18894916962540284
"x: -0.0708199962974
y: 0.115469999611
z: -1.33269000053",0.25184604176133546,0.38974315996348835,0.21834060615000003,1.2864478032775568,0.16683316621360278,-0.42404049814895295,0.04735703108648345,-0.08083242119274403,-0.18986480501998507
"x: -0.073109999299
y: 0.1232400015
z: -1.33434998989",0.18637271245366011,0.39555837781777936,0.21621469055000003,1.3107718367217618,0.10712301581610531,-0.41978410887008266,0.034908611432967154,-0.08101801901150821,-0.19020197955386978
"x: -0.0645999982953
y: 0.121590003371
z: -1.31828999519",0.17997056690092797,0.31145009408460023,0.20845769119000002,1.3235629232743178,0.10261401132384577,-0.35370476058071121,0.03350224639967798,-0.06208953341238422,-0.18918492626342262
"x: -0.0556700006127
y: 0.114110000432
z: -1.30219995975",0.16842508125396233,0.2138501960201509,0.20219401791000002,1.3376121494877808,0.11217856630742661,-0.26234602330881818,0.031062845521223785,-0.04174814365686658,-0.18859214409828076
