offset,error
-20,0.00078307216247114223
-19,0.0007346173365346527
-18,0.00068638783874180897
-17,0.00063843561744188974
-16,0.00059082910631145645
-15,0.00054366009371339572
-14,0.0004970541639379353
-13,0.00045118692547666287
-12,0.00040630978258782369
-11,0.0003627916007259417
-10,0.00032118661256977317
-9,0.00028234336133348798
-8,0.00024756689772770175
-7,0.00021880681221254022
-6,0.00019869499213946614
-5,0.0001899998683669328
-4,0.0001942624307599866
-3,0.00021069936799332858
-2,0.00023679024592489784
-1,0.00026974939666259362
0,0.00030737632772003529
1,0.00034816180761677878
2,0.00039111973176339212
3,0.0004356085223505268
4,0.00048120434772461201
5,0.0005276207972810537
6,0.00057465951258141637
7,0.00062217978422889162
8,0.0006700795376030289
9,0.00071828319257714825
10,0.0007667337378941076
11,0.00081538744181146544
12,0.00086421024714282359
13,0.00091317526544699632
14,0.00096226100313061042
15,0.0010114500843253951
16,0.0010607283170194785
17,0.0011100840003394397
18,0.0011595074038849489
19,0.0012089903715862156
