arm_position_x,arm_position_y,arm_position_z,wrench
0.06099653754269741,-0.03557383923140748,-0.15775740387749188,-0.31287138625712418
0.06100100969278693,-0.035583653171781505,-0.15781309858114836,-0.076059435411663115
0.06101960104948386,-0.03559586542063081,-0.15788218865174544,0.082614568168674601
0.06103216048381414,-0.035612809980514255,-0.15796583495204516,0.13481186575290108
0.0610476015511491,-0.03562452178526753,-0.1580505094208564,0.20437295940538255
0.06105540869536575,-0.03563677109008784,-0.15814601437063242,0.23728807687286024
0.06106229775113381,-0.035649188976111,-0.15823663434582685,0.28826044366622428
0.06106802934066383,-0.03565826428635277,-0.1583241901321697,0.30851227964633665
0.061074448417995045,-0.0356683900409488,-0.15841739749521855,0.39390839613385253
0.06108448739405819,-0.035678507122768134,-0.15850872464167312,0.41403868312529307
0.06108577833433492,-0.03568581933046678,-0.15859882960352548,0.46361124493592049
0.061086788214872595,-0.03569434239612701,-0.1586920822056043,0.48244464361098582
0.06109119007165843,-0.03570338477357293,-0.15878722364730688,0.54203859056134551
0.06109564438968677,-0.035709722770622454,-0.15888246607177167,0.53267738035410106
0.061100543324094626,-0.035721116755417094,-0.15898206960902078,0.55033725721510496
0.061099448531575715,-0.03572644291536243,-0.15907446255243696,0.57761217206498217
0.06110331687464804,-0.035737978853656226,-0.15917157871754486,0.60707196756914428
0.06110629725046358,-0.03574559415771679,-0.1592670723232543,0.60627653959464278
0.061109359017254145,-0.035753260713015045,-0.15936299481870164,0.6612119435076973
0.061108504852887754,-0.035759436338708074,-0.15946310260082122,0.59216290672194893
0.06112065152629046,-0.03576734404910356,-0.15956541640851252,0.59219099209214687
0.06111901823978425,-0.035769012003856765,-0.1596493238830116,0.68918465637933424
0.06110999894642489,-0.035765238112663626,-0.15971127222158138,0.91114012395613642
0.06110432620034197,-0.03576125009706149,-0.15977247348397763,1.1301059805968909
0.06109442662407107,-0.035756986926776854,-0.15983249648909637,1.3312899797929962
0.061087743997325916,-0.03575245279849111,-0.15989040339897945,1.6161063124049646
0.0610769361363886,-0.03575319123547787,-0.15995578726882687,1.8649620546309646
0.061066688783888254,-0.03574943718700399,-0.16001203322883686,2.0571811211921656
0.06105786367755003,-0.03574578007150803,-0.16007291154497602,2.2918510944342803
0.06104765647088102,-0.03574412179717191,-0.1601324351695993,2.5102267865338384
