arm_position_x,arm_position_y,arm_position_z,wrench
-0.06076932499202056,0.030711223389519544,-0.14838900551122894,0.076980887748886478
-0.060767842100438445,0.030721582443285208,-0.14844735516950402,0.28803014419752315
-0.060777946281154224,0.030733878678146937,-0.14852001696031575,0.46308158567313706
-0.06079223433865545,0.03074441693176646,-0.1485966102170145,0.55782623303532453
-0.0607960388677721,0.03075274934968673,-0.1486802942096528,0.68317098110957797
-0.06079719866298246,0.03076104030858376,-0.14876413862724797,0.79347161654744514
-0.06080164792888853,0.03077149974064344,-0.14885851062736555,0.82575718099501882
-0.060806112134044944,0.03078119202131369,-0.14895638034035855,0.80966323645429183
-0.060805974789902524,0.0307916359147215,-0.1490531141506082,0.80027742502266541
-0.060804416719807075,0.03079890108952917,-0.14914344819875988,0.88141100046336918
-0.0608071006049468,0.030808328049005615,-0.14924064876902499,0.88468280944810385
-0.0608102023085321,0.03081578077998713,-0.149342352164959,0.90913943923483342
-0.06080791748038018,0.030823221405445193,-0.14943769373561688,0.90836190695500318
-0.06081078552367182,0.03083258116511269,-0.1495419285813561,0.88921044672206218
-0.0608132731712105,0.030838273365471652,-0.14963282226384872,0.91631583803976702
-0.06081991007182797,0.030844679232786346,-0.149730420367135,0.91894798877309336
-0.06082191482241752,0.03084886103437052,-0.14982038210763712,0.97760173122662641
-0.06081951440313631,0.03085356073948514,-0.14991628805170493,1.0079342234143336
-0.060822527343100875,0.030859450718187513,-0.15000931896726366,1.036287984623147
-0.060822368800124156,0.030864321049627122,-0.15010376190639563,1.0709590084654486
-0.06082169149251668,0.030868168282142894,-0.15020053844103926,1.0939948398330899
-0.06082127937255037,0.03087104032798924,-0.15029170479260504,1.1501056130463576
-0.06082725718145314,0.03087510180341636,-0.15039191664348248,1.1471318976604459
-0.06082953245052297,0.03087968392978348,-0.15049301133784923,1.1322451630005053
-0.06083276965080759,0.030882463487754957,-0.15058980898844232,1.1487673822617586
-0.060831377792264336,0.03088600248529769,-0.15068546568211716,1.1585209697716772
-0.060829092548049,0.030886113557177935,-0.1507698699020635,1.2203887487732623
-0.06082685533530972,0.030885732335801837,-0.15085100402408066,1.3584521891298951
-0.06082285059060854,0.030883604108929263,-0.15093462169336794,1.4667670997241682
-0.060817878629215935,0.03088247888108255,-0.15101272552596842,1.5958764590327814
-0.06081554480539759,0.030881342797510876,-0.15109402649759976,1.6842539337334326
-0.06081024770163684,0.030880255257625316,-0.15116512659004713,1.8818956876034585
-0.060806094068575685,0.030877661000450796,-0.15123940642718278,2.0275422346117344
-0.060801000540806116,0.030875057055676478,-0.15131782586562909,2.1397904881071437
-0.06079521182620421,0.03087165931542053,-0.15139148715151926,2.3028859541325475
-0.060789819410014836,0.03086848812598571,-0.15146585976105628,2.429339897835316
-0.06078630722937569,0.03086428300333451,-0.15154209123148366,2.5761379884546609
