offset,error
-20,0.0011407000419442368
-19,0.001087974143842206
-18,0.001035423678519053
-17,0.00098307679579590036
-16,0.00093096785427714088
-15,0.00087913918233415757
-14,0.00082764345247856284
-13,0.00077654692187661544
-12,0.00072593391034894293
-11,0.00067591306590605957
-10,0.00062662623621389179
-9,0.00057826116067817026
-8,0.0005310697582964919
-7,0.00048539449874681831
-6,0.00044170599713945529
-5,0.00040065473585599844
-4,0.00036313624295388093
-3,0.00033035640043659802
-2,0.00030385276138852706
-1,0.00028537939745936224
0,0.00027655030677302265
1,0.00027828499130626522
2,0.00029039423792049908
3,0.00031167117789643642
4,0.00034040106487961101
5,0.00037487426955336176
6,0.00041365739541115049
7,0.00045565126099190182
8,0.00050004762618377453
9,0.00054626104448703692
10,0.000593867484904339
11,0.00064255741220766729
12,0.00069210220363928859
13,0.00074233072325501569
14,0.00079311308843560435
15,0.00084434938319370777
16,0.00089596174442988755
17,0.00094788875177441597
18,0.0010000814018550346
19,0.0010525001832079283
