arm_position_z,wrench
-0.19588293672867502,-0.60728520829854515
-0.1959223195104965,-0.25336283654585606
-0.1959713403107392,-0.046602486832739917
-0.1960495092578707,0.054045399887853923
-0.19612677567426529,0.13745928851356906
-0.19621296305566743,0.17356020791729607
-0.19629852131646555,0.23563971253121957
-0.19639350765410113,0.25082677781019846
-0.19647857194246207,0.28947889330650539
-0.19657108418346908,0.3332417565240387
-0.1966534604431167,0.39933273843180439
-0.19673618814410102,0.48600926969384772
-0.19682477826887812,0.51811385968890078
-0.19691593903614177,0.56994711636447459
-0.19701150362818443,0.57215203047036822
-0.19711016608006543,0.5733013053365007
-0.19719851407809186,0.59528920964921428
-0.19730137266485792,0.57425005398907014
-0.1973929905713408,0.60974849876468562
-0.1974899191665874,0.5910552606840539
-0.19759454275517815,0.53059599734387508
-0.19768541854784605,0.59781687318812848
-0.19778647511948771,0.59000596696338359
-0.1978762539908041,0.64388878088299983
-0.1979501939773375,0.7776559508817098
-0.1980190795090747,0.91194285815059606
-0.1980811111251007,1.1262132692933777
-0.19814136807016133,1.3468567070119553
-0.19820411577269798,1.5231912356750614
-0.19826659701063865,1.7468911094911499
-0.1983268227459069,1.9778153091894424
-0.19839055871779404,2.1696117739938043
-0.19845063730261664,2.4129264987077419
-0.19851752349526838,2.5778925822936807
-0.19858095702707015,2.7758558023239699
-0.19865379776228198,2.9751352283900334
-0.19872174436640985,3.1113702174153515
