arm_position_z,wrench
-0.18977052276750841,0.033008879362533904
-0.18982156628474148,0.28854645342376822
-0.18989573556305633,0.40989907278330273
-0.18997126147986887,0.55959119189176632
-0.19005594561502626,0.59691223976106766
-0.19014838227844563,0.61082530747313024
-0.19024032405377034,0.65538163231081215
-0.1903215754966906,0.7585443291746562
-0.19041938196298253,0.73741157473026531
-0.1905062574759076,0.81413781908789862
-0.19060933264956031,0.78980415737818599
-0.1906907781825641,0.87620993315713225
-0.19079430274353074,0.87018651304405614
-0.1908880047815446,0.88033801747689655
-0.1909851499990457,0.9189797309436708
-0.19108162419731914,0.92680040911039341
-0.19117724645897,0.94544057001368764
-0.19128737506720309,0.85676132182307319
-0.19137074746836386,0.94209271545660345
-0.19146197188258512,0.9971327811194739
-0.19157142036935948,0.95116986222042477
-0.19166377411889274,0.98521988959129103
-0.19177411187076815,0.8582094891657609
-0.1918656042341231,0.97110664409616676
-0.19196129016228985,0.97809501367622786
-0.19205559388965257,0.98524235250340486
-0.19215559887196282,1.0027729079424934
-0.19225074895926916,1.0546737318742474
-0.19234507139923832,1.0609369045510606
-0.19241226485365595,1.2597324361797628
-0.19247739665524813,1.4744532048739414
-0.19254182650787674,1.679922524080357
-0.19261647595238615,1.8132224365965937
-0.19268421675486483,2.0422677560376021
-0.19275038744612102,2.2192514967216552
-0.19282418752393804,2.3870624301786432
-0.19289659110353782,2.5341011860569038
-0.19296694364030148,2.7228732578522425
-0.1930384907910253,2.9267161348408437
-0.1931029453109942,3.0736351374459687
