z-position,wrench
-0.18221145755286502,-0.024724095274484187
-0.18223413896571436,0.30843687696225991
-0.18226523850360177,0.65499277522861232
-0.1823145808431666,0.84375751005843702
-0.1823943541064465,0.93642431238149537
-0.1824592167895904,1.1009384756268892
-0.18253984073233923,1.1603595864394731
-0.18263150628041155,1.1981509540101081
-0.1827128475984009,1.2422809651654321
-0.18280065542206833,1.3184215855985066
-0.18289374798813451,1.324069334135342
-0.18298125471810986,1.3394111799077713
-0.18307014522656984,1.3755158828009126
-0.18316131393188814,1.4206234583174928
-0.1832597552229376,1.4520329121135238
-0.18335902937610665,1.3957645967980066
-0.1834539504726065,1.4322132585355047
-0.1835440685519845,1.4413850982921186
-0.1836299080784794,1.5019483386090535
-0.18371360574921597,1.606175007625904
-0.1837841076871521,1.765233335866216
-0.18385404206348682,1.8623756074651241
-0.1839222434251917,2.0723685869039805
-0.18399040996124166,2.2338636328586663
-0.18405787803945256,2.3706435036785094
-0.1841260544408695,2.54056279110744
-0.18419528749367362,2.6994728381935658
-0.18426476439093448,2.8921070979016008
-0.18433516837609323,3.0031115795477152
