offset,error
-200,0.01364363859915309
-199,0.013580375222035524
-198,0.0135171165292991
-197,0.013453862587043923
-196,0.013390613462613938
-195,0.013327369224626311
-194,0.013264129943001473
-193,0.013200895688993986
-192,0.013137666535224605
-191,0.013074442555712863
-190,0.013011223825910809
-189,0.012948010422737669
-188,0.012884802424615567
-187,0.012821599911506205
-186,0.012758402964948666
-185,0.012695211668098375
-184,0.012632026105767045
-183,0.012568846364464027
-182,0.012505672532438797
-181,0.01244250469972466
-180,0.012379342958183794
-179,0.012316187401553979
-178,0.012253038125496087
-177,0.012189895227643511
-176,0.012126758807653454
-175,0.012063628967258485
-174,0.012000505810321511
-173,0.011937389442890897
-172,0.011874279973258281
-171,0.011811177512017674
-170,0.011748082172126804
-169,0.011684994068970153
-168,0.011621913320424214
-167,0.011558840046924597
-166,0.011495774371535787
-165,0.011432716420022377
-164,0.011369666320923483
-163,0.011306624205629162
-162,0.011243590208459265
-161,0.011180564466745212
-160,0.011117547120914239
-159,0.01105453831457688
-158,0.010991538194616655
-157,0.010928546911283636
-156,0.01086556461829061
-155,0.01080259147291307
-154,0.010739627636091886
-153,0.010676673272540481
-152,0.010613728550855019
-151,0.010550793643628587
-150,0.010487868727570048
-149,0.010424953983625907
-148,0.010362049597107837
-147,0.010299155757823676
-146,0.010236272660214055
-145,0.010173400503493253
-144,0.010110539491795557
-143,0.010047689834327252
-142,0.009984851745523451
-141,0.009922025445211561
-140,0.00985921115878048
-139,0.00979640911735592
-138,0.009733619557983115
-137,0.009670842723815532
-136,0.009608078864311519
-135,0.009545328235438197
-134,0.009482591099883515
-133,0.009419867727275858
-132,0.009357158394413497
-131,0.009294463385501809
-130,0.009231782992400829
-129,0.00916911751488197
-128,0.00910646726089599
-127,0.009043832546850676
-126,0.008981213697900716
-125,0.008918611048248997
-124,0.008856024941460575
-123,0.008793455730789358
-122,0.008730903779518637
-121,0.008668369461316027
-120,0.00860585316060322
-119,0.008543355272941412
-118,0.008480876205433521
-117,0.008418416377143674
-116,0.008355976219534501
-115,0.008293556176924344
-114,0.008231156706963859
-113,0.008168778281133946
-112,0.008106421385266084
-111,0.008044086520085784
-110,0.007981774201780754
-109,0.007919484962595003
-108,0.007857219351449759
-107,0.007794977934593664
-106,0.007732761296282701
-105,0.007670570039492193
-104,0.0076084047866622545
-103,0.0075462661804786505
-102,0.0074841548846911144
-101,0.007422071584970812
-100,0.007360016989809734
-99,0.007297991831463618
-98,0.007235996866941721
-97,0.007174032879045107
-96,0.007112100677457466
-95,0.007050201099890054
-94,0.006988335013285337
-93,0.006926503315081301
-92,0.006864706934541808
-91,0.006802946834154627
-90,0.006741224011103696
-89,0.006679539498817859
-88,0.006617894368602096
-87,0.0065562897313559635
-86,0.006494726739384164
-85,0.0064332065883053865
-84,0.00637173051906568
-83,0.006310299820062241
-82,0.0062489158293854985
-81,0.006187579937185854
-80,0.006126293588174817
-79,0.0060650582842668626
-78,0.006003875587373693
-77,0.005942747122358824
-76,0.0058816745801638015
-75,0.005820659721118618
-74,0.005759704378446063
-73,0.005698810461975655
-72,0.005637979962079691
-71,0.005577214953847338
-70,0.005516517601513001
-69,0.005455890163156085
-68,0.005395334995692047
-67,0.005334854560173721
-66,0.0052744514274263654
-65,0.005214128284038984
-64,0.005153887938737739
-63,0.005093733329168719
-62,0.005033667529120337
-61,0.004973693756216326
-60,0.004913815380114266
-59,0.0048540359312469
-58,0.004794359110145604
-57,0.004734788797390562
-56,0.004675329064232505
-55,0.004615984183938003
-54,0.004556758643911701
-53,0.004497657158654126
-52,0.004438684683618862
-51,0.004379846430036436
-50,0.004321147880779154
-49,0.004262594807345334
-48,0.004204193288048893
-47,0.004145949727505175
-46,0.004087870877512818
-45,0.004029963859435807
-44,0.003972236188201441
-43,0.003914695798033749
-42,0.003857351070054043
-41,0.003800210861886169
-40,0.0037432845394149102
-39,0.0036865820108536074
-38,0.00363011376328667
-37,0.003573890901861675
-36,0.0035179251918129296
-35,0.003462229103507331
-34,0.0034068158607085787
-33,0.0033516994922605263
-32,0.003296894887393952
-31,0.0032424178548592043
-30,0.003188285186082519
-29,0.0031345147225354383
-28,0.0030811254274891987
-27,0.0030281374623017275
-26,0.0029755722673511583
-25,0.002923452647681499
-24,0.0028718028633642756
-23,0.00282064872449821
-22,0.0027700176906664004
-21,0.002719938974537938
-20,0.00267044364914124
-19,0.002621564758135117
-18,0.0025733374281638383
-17,0.002525798982089118
-16,0.002478989051549206
-15,0.002432949686887812
-14,0.002387725462025396
-13,0.0023433635713079443
-12,0.0022999139147615974
-11,0.002257429167514817
-10,0.0022159648284278723
-9,0.002175579242215762
-8,0.002136333588589366
-7,0.002098291831216678
-6,0.0020615206186698548
-5,0.002026089129056348
-4,0.001992068849809558
-3,0.001959533284253347
-2,0.0019285575771589363
-1,0.0018992180527082102
0,0.001871591660174061
1,0.001845755325308998
2,0.001821785208947651
3,0.0017997558786462173
4,0.001779739404192527
5,0.0017618043933045474
6,0.0017460149894546872
7,0.0017324298590760663
8,0.0017211011999016298
9,0.001712073805311969
10,0.0017053842208125227
11,0.0017010600277371037
12,0.0016991192857831016
13,0.001699570160081467
14,0.0017024107505239795
15,0.0017076291315964137
16,0.001715203600785081
17,0.0017251031236079158
18,0.001737287954329146
19,0.001751710404160689
20,0.001768315723737223
21,0.001787043064098507
22,0.0018078264802777362
23,0.0018305959436036268
24,0.0018552783325271895
25,0.001881798376654878
26,0.0019100795341590025
27,0.0019400447883507709
28,0.001971617354541028
29,0.002004721293082583
30,0.002039282028509998
31,0.0020752267778932428
32,0.0021124848938973194
33,0.0021509881296609395
34,0.002190670833566391
35,0.0022314700823879287
36,0.0022733257612937816
37,0.002316180598853391
