z-position,wrench
-0.19437441446573356,0.08018529145457659
-0.194424908575887,0.37120267638196941
-0.19450446909939945,0.45225371478224591
-0.19458196128090757,0.57032701714606759
-0.19467086075300744,0.62808697976193173
-0.19476390494883167,0.62844098244113544
-0.1948528601441287,0.66991072426579279
-0.19494429287647438,0.73666881222233427
-0.19503252955776704,0.79952632768120702
-0.1951378461523443,0.71754017513007196
-0.1952307882053102,0.76806411767611649
-0.19531576404622375,0.84577949855157208
-0.19540929744523114,0.83168649458615429
-0.19550535645211548,0.87584819162547844
-0.1956021046183436,0.90112077516540712
-0.1956898314442358,0.95328902058731335
-0.19579320570910966,0.93954756271591877
-0.19588514036328747,0.98195009890959095
-0.19598064730438045,0.97500574109716487
-0.1960823704698103,0.96899872778039575
-0.19617307198971273,1.0024146941528822
-0.19627879833812434,0.94568166568409717
-0.19637521341785716,0.97765646402555506
-0.19646441602402712,1.0373227851886975
-0.19654985503027234,1.1087017852318719
-0.19661280557793537,1.3451462556568292
-0.196676060592193,1.5825953454275681
-0.1967391282755797,1.7599332902486562
-0.19680294627681091,2.016395807615261
-0.1968662198192776,2.1992742052148686
-0.19692689370223976,2.4491734025768466
-0.19699052742357737,2.642586872794463
