arm_position_z,wrench
-0.18950566919909953,0.090515305357796255
-0.1895452014461523,0.41157643275957989
-0.18960895460093097,0.57841536124475779
-0.18968076945255483,0.66265326669359625
-0.18976091651074714,0.79517768335224515
-0.1898394955159314,0.88367993423595059
-0.1899212089670922,0.96483932234585856
-0.19001991358363676,0.97109000614187946
-0.19011555030668859,0.94544021745606255
-0.1902107505878763,1.0124363995822843
-0.19031006765083175,0.98216905652931985
-0.190406193884437,0.96473428073611123
-0.19049993811711768,0.9760641384402351
-0.19059513151572818,1.0278059020520729
-0.19068821028838734,1.1040771991082323
-0.19078021202907133,1.090381643360596
-0.1908807337537823,1.0815785936401368
-0.19097124424038825,1.1301014312628932
-0.19106876975945383,1.1304625872510341
-0.19116449320402923,1.1644292611427598
-0.19126624283126004,1.1631014465940188
-0.19136193766935922,1.1897579082494587
-0.19146456042061744,1.1321992332285453
-0.19156232231853756,1.1569733916572147
-0.19165689060267216,1.1710376161234359
-0.19172645077857514,1.3184597386073058
-0.19179620533805034,1.5022279135889887
-0.1918643899727219,1.6983691032801587
-0.19193506070473013,1.8653898945888228
-0.19201013768900768,1.9810982013596887
-0.1920821509471696,2.1593194286418891
-0.19215436068982697,2.3366682662341365
-0.1922244715936775,2.499381301824243
-0.19229362768792602,2.6804642968028021
-0.19236097229266572,2.8830554159096464
-0.19242920563038912,3.0339160900279012
