z-position,wrench
-0.18136972163152706,-0.3619320817128816
-0.1813965707510062,-0.0045442137854629153
-0.1814357988279319,0.25257903295785578
-0.18149375129480305,0.45720384583923968
-0.1815625273814929,0.55427161459945362
-0.18163411026909507,0.65276909734519639
-0.18171400689263914,0.67870084789630136
-0.18180099253280863,0.74633143191454299
-0.1818828872146214,0.82984480344132283
-0.18197534495156262,0.82815957779978211
-0.18206490948819065,0.9019522763235176
-0.18215081964342109,0.91227697535086238
-0.18225231337834974,0.90349024009371537
-0.1823440407200758,0.9096204103779465
-0.18243234739377218,0.97409774472443622
-0.18252287255588878,0.99102515053146656
-0.18260893156131622,1.0590031526200281
-0.18269651986045593,1.0931954942043722
-0.18279283491530546,1.1055075636341765
-0.18287829146435647,1.1662870756335346
-0.18296960322595082,1.1774547934584936
-0.18306933755300628,1.16112464862559
-0.18316771843158258,1.1539106445938068
-0.18325634139019942,1.2334937252020026
-0.18334954684211327,1.2460128387013272
-0.1834468349534317,1.2477504760149345
-0.1835429791167219,1.2559220246259191
-0.18363192721486857,1.3128458091952411
-0.1836979488509785,1.469915048256855
-0.18376512954606353,1.6395526290767375
-0.18383569296376032,1.8300051436769971
-0.18390799764404336,1.9797973035654375
-0.183980590112672,2.1212948902945903
-0.1840514831014196,2.257311047423233
-0.18413210864614396,2.4306867444165836
-0.18421101399155204,2.5873193333610387
-0.18429552280833567,2.6670564730657529
-0.18438353002898572,2.7673601742438607
-0.1844619163638204,2.9065803887593997
-0.18453615079007718,3.0464842189212633
