-0.17931742012539922,-0.15214102638456706,[-0.17931742 -0.05762355]
-0.17933938984177678,0.17532507192256419,[-0.17933939  0.26857814]
-0.17937618015450901,0.47068676498990586,[-0.17937618  0.5301019 ]
-0.17944285642626301,0.61139324663417816,[-0.17944286  0.64258525]
-0.17952735248331433,0.63407909734470713,[-0.17952735  0.64820941]
-0.17960557706182784,0.74825170958248233,[-0.17960558  0.73257192]
-0.17968342999068299,0.80569872121050723,[-0.17968343  0.77756525]
-0.17976546403241628,0.89768414244136396,[-0.17976546  0.85911567]
-0.17986076864896985,0.89100892586638925,[-0.17986077  0.81412234]
-0.17995490765556957,0.888728363656626,[-0.17995491  0.78037734]
-0.18005269902167528,0.90316331229479996,[-0.1800527   0.75506859]
-0.18014958564291308,0.88427784056492797,[-0.18014959  0.72694775]
-0.18023904309358255,0.90196964639966959,[-0.18023904  0.77475317]
-0.18032640460417187,0.94960554062637792,[-0.1803264   0.77475317]
-0.18041655067762172,1.0292507038645691,[-0.18041655  0.85349151]
-0.18051800611182495,1.030725373412821,[-0.18051801  0.84224317]
-0.18060597040486895,1.0339641140975269,[-0.18060597  0.84224317]
-0.18069962629776312,1.0461339176045326,[-0.18069963  0.83380692]
-0.18079710597644774,1.0627458235343297,[-0.18079711  0.85911567]
-0.18088518104547904,1.130602098213378,[-0.18088518  0.91816943]
-0.18098213747959335,1.1580250409560517,[-0.18098214  0.93222985]
-0.18107948011902558,1.1785354644913448,[-0.18107948  0.90973318]
-0.1811706036911731,1.1845098566374206,[-0.1811706  0.9575386]
-0.18126020578079949,1.1980321173775641,[-0.18126021  0.97722318]
-0.18135956995511493,1.2262203157177158,[-0.18135957  0.98003527]
-0.18146091805996342,1.2312727916657003,[-0.18146092  0.97722318]
-0.18155192450578067,1.2606868109333156,[-0.18155192  1.0250286 ]
-0.18164752283256125,1.2870796960010533,[-0.18164752  1.05033735]
-0.18174929208861684,1.2571400988454629,[-0.18174929  0.9912836 ]
-0.18184078825668806,1.3173766631082233,[-0.18184079  1.05033735]
-0.18194387557163527,1.2911910681617147,[-0.18194388  1.01096818]
-0.18203783478767607,1.3090437063253957,[-0.18203783  1.02784069]
-0.18213286629630818,1.3426195009394131,[-0.18213287  1.06720985]
-0.18222905793626151,1.3729008516011285,[-0.18222906  1.0756461 ]
-0.18233079331622071,1.3102876266052355,[-0.18233079  0.98847152]
-0.18241648997558965,1.3631103928809263,[-0.18241649  1.04471319]
-0.18250451478292679,1.4273571619434613,[-0.18250451  1.11501527]
-0.18259240300215648,1.474309454912649,[-0.1825924   1.14313611]
-0.1826804442079317,1.5360782487241549,[-0.18268044  1.19937778]
-0.18278337139929635,1.4967916832637553,[-0.18278337  1.16000861]
-0.18286803049100347,1.5670462545695267,[-0.18286803  1.23593486]
-0.18295887126905358,1.601189522332565,[-0.18295887  1.27249195]
-0.1830602927700529,1.5810587676959185,[-0.18306029  1.25561945]
-0.18315741385107023,1.5889275652642867,[-0.18315741  1.2471832 ]
-0.18325991734481062,1.6015626719080496,[-0.18325992  1.20218986]
-0.183355467258914,1.5887957166040576,[-0.18335547  1.21625028]
-0.18344990278102896,1.6242453573594506,[-0.1834499   1.26967987]
-0.18355637047790427,1.5900354066891635,[-0.18355637  1.21906236]
-0.18365693648347611,1.5635620901156879,[-0.18365694  1.16844486]
-0.18374148133371804,1.660415022655489,[-0.18374148  1.26124362]
-0.18381773074227006,1.7744468129104041,[-0.18381773  1.41590821]
-0.18389208872078516,1.8831121165833085,[-0.18389209  1.51714322]
-0.18396378034972333,2.0057459077919679,[-0.18396378  1.61275405]
-0.18403198362057802,2.16172729719771,[-0.18403198  1.78991532]
-0.18410427887113537,2.2828215798778122,[-0.18410428  1.91364699]
-0.18417790837577755,2.3687237611050831,[-0.18417791  1.99238533]
-0.18424418073602147,2.5126765469574348,[-0.18424418  2.15267409]
