offset,error
-20,0.001240238134775832
-19,0.0011892371977553797
-18,0.0011382884277563814
-17,0.0010873991738675937
-16,0.0010365782184233877
-15,0.00098583614118821273
-14,0.00093518579933817405
-13,0.00088464296806386501
-12,0.00083422720731507309
-11,0.00078396305211895557
-10,0.00073388167406040399
-9,0.00068402324197740954
-8,0.00063444034182341788
-7,0.00058520303676603538
-6,0.00053640652776254559
-5,0.00048818303921521977
-4,0.00044072073918527811
-3,0.00039429463397491467
-2,0.00034931814915583931
-1,0.00030643029627072438
0,0.00026664086884028765
1,0.00023155273980012632
2,0.00020361115799788317
3,0.00018606415979108287
4,0.00018194448625727502
5,0.00019211792687818329
6,0.00021456093994553054
7,0.00024593721383167914
8,0.00028329395632090251
9,0.00032457275520641381
10,0.00036845780598801622
11,0.00041412139264938955
12,0.00046103536768460243
13,0.00050885402553602326
14,0.00055734457198787306
15,0.00060634584578001883
16,0.00065574337499624182
17,0.0007054539356317589
18,0.00075541574289632524
19,0.00080558206103970617
