z-position,wrench
-0.18651283757929463,0.18829517216763719
-0.1865665372916059,0.43595467333531823
-0.18664113929713733,0.56618342600998417
-0.18672719090970433,0.66270420995333224
-0.18681492887705564,0.74457041816814873
-0.18689835600213522,0.86876208485335527
-0.18700023589548367,0.82728662340807291
-0.18709590967042813,0.83680918544631222
-0.1871936983034936,0.84369014632919248
-0.18729490325410672,0.82611367520354784
-0.18739823160785526,0.77711070501468771
-0.1874987025213394,0.78944263483182875
-0.18759746940847405,0.79793038064816324
-0.187702089740297,0.7990590655726405
-0.18779512143945565,0.80564638749047257
-0.18789237928570535,0.83970064293183455
-0.1879886102036643,0.82869357157819412
-0.18807798901246917,0.89693168988570604
-0.18817708074853978,0.90602567914462895
-0.18827573373243411,0.93828042145308854
-0.1883733816315838,0.94279030138011122
-0.18846674838461971,0.95668617896222286
-0.18855949541326905,0.99009942995722422
-0.1886600703001659,1.0126890913167022
-0.18876030694133777,0.98006998317084526
-0.18885038601354565,1.0758588434455714
-0.1889146849565886,1.2369575513431383
-0.18898160081055326,1.47580610529474
-0.18904701630397922,1.6748140715366195
-0.18911009078384905,1.8974089422514862
-0.18917122460672636,2.1001575990499735
-0.18923124326472698,2.3755447057273007
-0.18929560001001028,2.5885678933913621
-0.1893502210928117,2.8227432124422234
-0.18941112103987526,3.0479750722743084
