-0.02,0.008726664729584964
-0.019,0.008109165965264033
-0.018,0.007494440236025785
-0.017,0.006883230558257865
-0.016,0.006276564208759768
-0.015,0.005675898229124597
-0.014,0.005083360153174118
-0.013,0.004502160335683808
-0.012,0.003937323028509248
-0.011,0.0033970200868924318
-0.01,0.002895020967207099
-0.009,0.002454936986881445
-0.008,0.00211576304999963
-0.007,0.0019314138877944216
-0.006,0.0019463901859467986
-0.005,0.002156543278113849
-0.004,0.0025133826296340183
-0.003,0.002964401275878856
-0.002,0.0034731005057089
-0.001,0.0040176297742620945
0.0,0.004585241621513564
0.001,0.00516833652700009
0.002,0.005762216096789348
0.003,0.006363861764014406
0.004,0.006971263101078565
0.005,0.007583037156346753
0.006,0.008198205082138654
0.007,0.008816056461479004
0.008,0.009436064197878435
0.009,0.010057829524923331
0.01,0.010681045514728081
0.011,0.011305472271781228
0.012,0.011930919699962413
0.013,0.012557235293486211
0.014,0.013184295332117561
0.015,0.01381199842817507
0.016,0.014440260727134745
0.017,0.015069012289832897
0.018,0.01569819433157819
0.019,0.016327757091220987
