arm_position_z,wrench
-0.1935839508965974,0.18835819620287181
-0.1936367671273875,0.46433322912207464
-0.19371216720139536,0.60535409630280734
-0.19379709065777118,0.6534073064694681
-0.19388116403904934,0.740697115369367
-0.1939721128918287,0.79035441659672745
-0.19406316858065858,0.85452302701279004
-0.194154453811831,0.86413942401616772
-0.19425245375971895,0.8594141931657644
-0.19434724724561428,0.89480345682769824
-0.19443232643013675,0.93285339043173721
-0.1945356895499843,0.93123991449886867
-0.19463797967987823,0.93210782884238874
-0.194734873206057,0.93870944661676248
-0.1948351000041264,0.91166968006759608
-0.19492409227755156,0.96923501531292355
-0.19501968343121578,0.99019113550104598
-0.19511167257137269,1.0308315393007705
-0.19520957963481023,1.0518291561784514
-0.19531399652584946,1.0329951288934309
-0.1954028317516938,1.0827013043532319
-0.19550262167759946,1.0712759399870375
-0.19559687843017254,1.1285667015518759
-0.1956963740224678,1.1232128177379355
-0.1957959351066619,1.0894946036743354
-0.1958983885654062,1.0854548156087702
-0.1959876341833032,1.1793884700565265
-0.19606651563478933,1.2717638489909948
-0.1961262494736803,1.5243604384118441
-0.19619187047890213,1.7363157788585215
-0.19625670041247534,1.894643513426163
-0.19631718846776872,2.1604428871119361
-0.1963777280271559,2.386989814184068
-0.19643883649252467,2.5970608834237812
-0.196498526397973,2.8532923645366748
-0.19656002697365427,3.0741971840945048
